text,label
estj 나름대로 불도저로 굴었는데 상대방의 반응이 반가운 반응이 아니라서 본인도 마음을 잠시 접은 거 아닐까요??[SEP] 연락을 얼마나 자주 혹은 얼마큼 또는 어느 정도의 진함으로 연락했는지 모르겠지만..[SEP],estj
tj는 아니고 지나가던 fj인데..[SEP]그 루틴과 계획이 즐겁습니다 평온한 일상 소중해[SEP],isfj
아 저요 ㅇ성?[SEP],isfp
대박 맞는 것 같아요 [SEP],entj
좋은 궁합이에요[SEP],entj
친한 사람한테만 쳐요ㅎㅎ[SEP],istj
저도 제가 E라 하면 첨에 안 믿는 사람들 많았어요.. ㅎ[SEP],esfj
외로움 안 타요 [SEP]전[SEP],istj
ent_들 이랑 무슨 일이ㅋㅋㅜ[SEP],intp
주기능 열등 기능이 반대라 서로 보완된다고 느껴질 거 같은데[SEP],istp
그 와중에 이상형 한가인ㅋㅋ 한가인 씨도 estj던데요 ㅋㅋ[SEP],intp
사랑한다면 주변 말에 휘둘릴 필요 없습니다!![SEP] 주변의 고정관념 깨버리는 멋진 사랑 보여주세요![SEP],enfp
저도 조언할 입장은 아니지만...[SEP]그 사람의 어려운 상황과 입장을 이해해 주는 게 내가 줄 수 있는 사랑인 것 같아요.[SEP],istj
내가 ~ 해서 ~ 나는 ~ 할게 여기에 님은 없어요 [SEP] 자기 위주인 사람은 좀 별로인 것 같습니다[SEP],istp
아주 가끔씩은 씁니다[SEP],istj
네 그냥 연락 먼저 올 때까지 기다려쥬세여 알아서 연락하실 거예요[SEP],entp
블랙데이여서 짜장면 먹었는데 (` *) [SEP],enfp
아..[SEP] 걱정 많으신 infp님 ㅜㅜ 너무 그 생각만 하시지 마시고..[SEP],intj
에스티제는 병렬구조로 사랑 따로 일 따로 해서 사랑도 최우선 일도 최우선이 동시에 불가능합니다.[SEP] 직렬입니다.[SEP],estj
ㅎㅇㄹㅎㅇㄹ![SEP],estj
ㅋㅋ그쵸..[SEP]사랑이란[SEP],entj
ㅎㅎㅎ 멍게님 너무 귀여우세요!!!! ㅋㅋㅋ[SEP] 엔 포제에겐 상상도 할 수 없는 호감 축적 법!! ㅋㅋ [SEP],enfj
에스티 제의 효율 중심의 사고로 볼 때 사진 몇 장 찍고 놀이 기구 몇 개만 타러 가기에는 비효율적이라고 판단을 내린 게 아닐까요?[SEP]그 판단은 님에 대한 감정과는 별개일 수도 있지요.[SEP],entp
얘네들은 호감 표현 어떻게 해요?[SEP],infj
퇴사하고 이직하기까지 시간![SEP],esfj
그냥 인사치레?[SEP] 정도라고 생각하면 될 거 같아요 [SEP],esfj
쭉 행복한 연애하세요[SEP],esfj
"ㅋㅋ게으른 게 맞나요,,, 퇴근 후 혼자 놀이공원 가서 타고 올 정도면 놀이 기구 엄청 좋아하시나 봐요![SEP]",isfp
좀 istj 다수가 소심해서 질질 끌다 이도 저도 아니게 됩니다.[SEP] 이제 간혹 사바사 경우에는 소수로 저돌적인 분들도 있어요.[SEP],istj
"호감인 것 같은데,, 뭔가 얻을 게 없는데 이유 없는 호의 면 호감이고 얻을 게 있다면 계산적인 배려고..[SEP]",isfp
'그럴 수도 있지~'[SEP] 생각하고 할말하않..[SEP],estj
저도 estj여인데 전ㅋㅋ리드당하는 거 싫어요ㅋㅋ 그냥 적당한 조율이 최고..[SEP] 리드는 싫은데 제가 힘들 때 기댈 수 있는 정도는 좋아요^_ㅜ[SEP],estj
ㅋㅋ 꽂힌 거만 계속하는 거 인정이여 ㅋㅋ 질릴 때까지 그거만 하고 또 다른 거 질릴 때까지 해요 [SEP],estj
글쎄요 너무 단편적이라 이걸로만 봤을 때는 전혀 감이 안 잡히네요.[SEP],istj
헉..[SEP] 폭력이요...?[SEP],estj
"장거리라는 현실적인 벽에 부딪혀서 그러신 건가 8개월 썸이라니ㅜㅜ 전에 잠깐 만난 에스티제가 6개월 썸탄적 있다고 해서 그것도 너무 충격이었는데,, 저라면 그런 애매한 관계로 더 이상 유지하는 게 싫어서 포기하거나 포기가 안되면 차라리 먼저 고백할 것 같아요 ([SEP] 절대 고백 먼저 못하는 isfp이지만 썸 8개월은 고백을 하게 만든다...)[SEP]",isfp
그냥 둬도 괜찮고요 정말요 ㅎㅎㅎ 실랑이하지 말고 챙겨주세요 ㅎㅎ[SEP]실랑이에 쓸 에너지로 그냥 먼저 챙겨주시면 거기서 먼가 느낄 거 같기도...?^^;[SEP],istp
어느 쪽이든 딱히 상관은 없어요 [SEP] 근데 너무 조용하면 그것도 별로임[SEP],infj
아무 생각도 안 듦 무시[SEP],istj
연락은 잇이 제의 애정의 척도는 아닌 거 같긴 해요.[SEP]웬만하면 칼 답 해주는 건 좋은 신호인듯해요.[SEP],infp
퇴근 후나 휴일에 약속 잡음.[SEP] 근데 이건 아무나 다 가능이라 영화나 전시 보러 가자고 물어봄.[SEP],estj
친구?[SEP] 음 아는 지인 선으로는 엄청 좋습니다[SEP],istj
저는 문 앞에 먹을 거란 약 같은 거 챙겨서 문 앞에 놔두고 연락 주심 좋을 거 같아요 [SEP],estj
저 첫사랑이 infj에요[SEP]지금도 현재진행형 알면 알수록 묘하게 신비하고 그래서 다가가기 힘든 것 같아요 쉽사리 문을 안 열어줌[SEP],infj
근데 세무 사면 상반기에 진짜 바쁠 텐데 이해해 주셔야 해요 .....[SEP] 새벽 퇴근은 기본이고 3/5월은 주말에도 나갈 텐데 ..[SEP],estj
ㅋㅋ티안내서 그렇지 속으로 생각 많더라고요 [SEP],estj
표현 많이 해주시고 신뢰 믿음 이런 게 중요하다라고요 ㅎㅎ[SEP],istj
전 여자지만 그냥 무난한 색이라면 상관없을 거 같아요![SEP] 근데 막 빨강 호피 이런 화려한 색이면 3색 같으면 좀....[SEP],estj
항상 변함없이 널 응원하고 함께하자~!!![SEP],esfj
아무것도 아니라고 했을 때 그냥 넘어가면 사회적 호감 관계요~/ 보통 집에서 내 바운더리 안에 있는 사람 한정 어떻게 해야 하나 고민을 해결할 수 있는 방안을 생각해요/ 뭔가 적극적으로 고민을 해결해 주려 한다던가 하면 내 바운더리 안에 있는 사람.[SEP],estj
저 isfp인데 빠른 환승 숫자 봐요ㅋㅋㅋ[SEP],isfp
T였다가 A 가 됐는데 쉽게 말하면 화가 덜나요;; 감정도 좀 더 누그러지고 무뎌진 것 같고 인간관계에 대한 기대도 좀 전보다 내려놓고 그런 거 같네요 [SEP],estj
공부 끝났으면 보겠죠?[SEP],infp
귀엽다는 말을 하는 것 같아요ㅋㅋㅋ[SEP],istj
ㅋㅋ아휴 이 사람들아 ~~~~~!![SEP],entp
앗 ㅜㅜ 너무 피곤하실 것 같은데 혹시 이렇게 배려하시게 된 계기가 있으실까요?[SEP],enfj
estj는 본인 위주의 상황으로 이끄는 걸 되게 잘한다고 해야 되나요 ;ㅁ;[SEP]제가 보기엔 그랬어요 [SEP],infj
"다른 모임에서 놀다가 연애에 대해 주변의 조언을 들었거나 토론이 있거나 했을 거 같아요/ 저도 평소에 제 주관, 가치관에 따라 행동하다가 누군가 무슨 소리를 하거나 제가 뭔가 이상하단 생각이 들면 저렇게 확인하듯이 상대에게 물어보거든요 [SEP] 원만하게 흘러가던 것들에 대해 한 번도 관계라던가 흐름에 대해 의심한 적이 없어서/ 대답 때문에 기본적 자기 주관이 더 강해져서 일방적으로 정리한 듯/ 저라면 그냥 쭉 차단..[SEP]",estj
"딴 건 다 이해하는데, 애인이 저한테 내가 만약 ~ 잘못하면 어떻게 할 거야?[SEP]헤어질 거야?[SEP]",estj
어디서 하면 되나요?[SEP],infp
직장을 그만두고 다음 직장 잡기까지 텀이 길면 불안한가요?[SEP],esfj
저희 집 estj도 질색하며 싫어해요 ㅎㅎㅎ[SEP]2차전 새우껍질 까주기 논쟁도 차라리 모든 새우를 자기가 까야 하는 일을 맡게 되면 자기가 다 할 수도 있지만 애인 친구 것을 까주는 건 나든 나이 든 절대 안 된다고..[SEP],intp
의도가 그게 아니래도 상대가 기분 나쁘게 들린 거면 사과하는 게 맞긴 해요..[SEP] 선사가 후 의도 말하기![SEP],istp
좀 더 기다려보심[SEP]이..![SEP],istj
저도 그래요ㅠㅠ[SEP]저도 그날 그날 풀어야 되는데 istj 특성인지는 모르지만 남자들은 대부분 쿨타임?[SEP],entp
족구 잘 하시나요 [SEP],intp
헉 제 전 남자친구도 그런 여자들 팔로하고 좋아요 [SEP]누르고 그랬어요 [SEP],entp
자기 내가 사랑하는 거 알지[SEP]내가 너무 감정적으로 대한 것 같아서 많이 미안하고 반성하고 있어 자기 바쁜 거 아니까 끝나면 나랑 다시 이야기하자 기다린다[SEP],intp
이런 속마음 갖고 있는 걸 알면 더 무한으로 지지해 주고 곁에 있고 싶어요![SEP],isfp
잃을까 두려우면 찐이라던데[SEP],istp
나 자신에게 관대해져보세요 그럴 수도 있지 하며 남하고 저랑 비교하면 한도 끝도 없어요 [SEP]저 사람은 저렇고 나는 나다 ㅋㅋ[SEP],infp
귀여운 거 안 좋아하는 건 홍석천...[SEP],istj
굉장히 estj다운 고민이네요 [SEP] 정반대 이 팁이지만 제 생각을 말씀드려볼게요.[SEP],istp
제가 esfj랑 estj를 오가는데....[SEP]더럽게 바쁩니다.[SEP],infp
ㅠㅠㅠ 전 제 아예 반대 성향처럼 쿨하고 싶네요 ㅋㅋㅋ[SEP] 현재로서는 성향 만족감 10퍼입니다 ㅋㅋ ㅠ[SEP],infj
ㅋㅋ 폭군이 있다면 에스티 제분들일 거예요.[SEP]무서운 점은 t 성향은 다 그렇게 할 수 있다는 점입니다[SEP],istp
저도 그래요 [SEP] 계속 istp이네요[SEP],istp
서운한 티 안 내면 저는 안 헤어져요 [SEP] 티 내나 안내나 상대가 서운할 거라는 걸 알고는 있어요 미안해서라도 바쁜 와중에도 챙겨요..[SEP],estj
아 후기 궁금했는데 잘 말씀하셨네요 [SEP] 토닥토닥[SEP],estj
ㅠㅠ 제 지인은 혼자만의 시간을 좀 갖더라고요 [SEP] 혼자 분위기 좋은 카페에 가서 커피 한 잔을 하거나 쇼핑을 가거나 이런 식으로 요 ㅠㅠ 스트레스가 많이 심하실 것 같아요 ㅠㅠ[SEP],enfj
조금 더 정보를...[SEP]사귀는 사이신가요?[SEP],estj
저는 결심을 해요...[SEP] 그렇지만 좋아하면 못 놓겠더라고요.[SEP],istj
제 남자친구도 떠볼 때 많아요ㅠㅋㅋㅋ[SEP],istp
연락이 매일 올 때요 근데 워낙 확실 충이라 사귀자는 말 듣기 전까지 썸이라고 확신 안 해요 ㅋㅋ[SEP],istj
우선적으로는 제 마음이 제일 중요해요.[SEP]다른 사람이 날 좋아해 줘서 내 마음이 동하는지 아닌지.[SEP],estj
내 사람들에게는 우상인데.....[SEP] 잘 웃기도 하고요 [SEP],estj
ㅋㅋ 지름신은 왜 자꾸 강림하는지ㅠㅠ[SEP],infp
축하드려요!![SEP] 글만 봐도 너무 설레고 읽는데 제가 다 기분이 좋네요 [SEP],infp
"칭찬 좋아 인정 최고 그리고 6, 12번 매우 공감...!!![SEP]나 안 보고 싶었어???[SEP]",estj
회사일이 너무 바쁘다니...[SEP] 참 그러네요.[SEP],estj
귀엽겠네요 [SEP],istp
t요ㅎㅎ t도 감정이 있고 사람이에요[SEP],istp
얼마나 가깝냐에 따라도 다르지요.[SEP]저도 이 의견에 동의합니다.[SEP],estj
"에니어그램은 몇 유형이신가요 [SEP] 하위랑?,[SEP]",isfp
진짜로 좋아하면 오글거리는 말도 해요.[SEP],intj
제 남자친구도 estj인데 초반에 그래서 나 좋아하나 사랑 하나로 여러 번 싸우다가 이제는 그냥 제가 물어봐요 [SEP] 그럼 또 대답은 잘해줘요 ㅋㅋ[SEP],infj
상대방 반응 보면서 멘트 쳐요 ㅋㅋㅋ[SEP]골리고 싶고 부끄러워하는 거 보고 싶고 근데 상대방이 어떤 성격인지에 따라서 다른 것 같아요![SEP],estj
ㅋㅋ 아이러니하네요 [SEP],estj
"istj 좋은 사람 같아요.[SEP] 당시엔 융통성 없고 사고가 닫혀있는 것 같다고 생각했었는데, mbti 해보니 이해해 줄 수 있는 거였고 사실 아무것도 아니었는데..[SEP]",intp
고생하셨어요.[SEP] 되게 떨리셨겠네요 ㅎㅎ[SEP],isfj
저는 보통 1번으로 작성을 하긴 합니다.[SEP] 보통 제가 쓰는 자소서식 구성은 용을 하면서 ㅁㅁ업무에 관심을 가지게 되었고 그걸 하기 위해서 2~3가지의 노력을 해왔다.[SEP],istj
저녁에 맛있는 거 먹자!!![SEP],istj
음...[SEP] 권태기 온 거 아닐까요....??[SEP],infp
남자친구가 1살 연상 이용[SEP],istp
여자친구나 남자친구한테 잘하시나요?[SEP],esfj
그럼에도 불구하고 지속이 되는 관계와 어떤 상황이 되면 당연한 수순처럼 지속이 어려운 관계 이미 저분은 어려운 상황이 되면 우선순위에서 님과의 관계를 뒤로 미룰 사람이라는 것이 증명이 된 셈인데 그걸 반복하는 게 의미가 있을까 싶어요 [SEP],istp
너무 부럽습니다 [SEP],enfj
아니요 돌아다니는 시간이 아까워서 주로 인터넷으로 사요 [SEP],istj
네 너무 피곤해요 혼자만의 시간이 없어서 지칠 것 같아요 [SEP] 거리에 따라 다르겠지만 전 이틀에 한 번도 고됐습니다[SEP],estj
최고죠![SEP]내 행동과 생각을 인정해 주고 리액션 해주는 사람은 언제나 환영이에요.[SEP],estj
전 엣티젠데 istj 사귄 적 있는데 그 사람 특징인지는 몰라도 자기 말에 심취해서 막 이어가려는 거 있었어요..[SEP] 너무 관심이 없고 모르는 자기 전공 얘길 길게 하는데 제 표정은 똥이 된 줄도 모르고...[SEP],estj
그래도 게으르진 않으실 텐데..[SEP] 육아로 번아웃 뒤 신 거 아닐까요? ㅎㅎ[SEP],isfp
음 아직 새내기 커플이라 어색해서 그렇다고 생각합니다! ㅎㅎ[SEP]원래는 친구셨나요?[SEP],infp
같은 istj 남자는 연애 상대로 어떻게 생각하나요?[SEP],istj
저랑 비슷하시네요.[SEP],istj
말 - 귀여운 말투 행동 - 귀여운 행동[SEP],estj
제 지인 말로는 막상 들으면 겉으론 티 안내도 속으로 좋아한다고 (흐뭇)[SEP],esfp
"묵묵하게 자기 일 성실히 하는 궁금증 불러일으키는, 감정적이지 않은, 순수하고 귀여운, 제 말 잘 듣는 사람이요[SEP]",estj
감사합니다 [SEP],estj
잇이 제도 그것만의 매력이 있죠 ㅎㅎ[SEP],enfj
제 남자친구도 그래요 ㅋㅋㅋ[SEP]저게 관심의 표현이래요 [SEP],infp
엇 소름..[SEP]저 좀 전까지 친구랑 이야기한 게 이 주제였어요.[SEP],enfj
저도 칭찬 잘못해요 [SEP] 그렇지만 에스티제는 행동으로 표현하잖아요??[SEP],estj
ㅋㅋ EXTP 조심스레 예측해 봅니다.. ㅋㅋㅋ[SEP],enfj
괜찮을 것 같아요 ㅎㅎ[SEP]전 intp x estj 조합인데 서로 자기 영역을 중요하게 생각해서 평소에는 충돌도 잘 안 생기고 잘 지내요.[SEP],intp
지금 사귀는 중은 아니지만 제 istj 전 남자친구는 스킨십도 엄청 좋아하고 애정표현도 과할 정도로 많이 했어요...[SEP]이건 좀 케밥 케인 것 같아요 [SEP],entp
구체적인 예 시점..[SEP],istj
글 쓴 님이 말하고 싶으시면 말하는 거죠.[SEP] 심지어 잇디 제가 말해도 된다고까지 했잖아요?[SEP],infp
전 2요![SEP]1 같은 경우에는..[SEP],istj
들어주는 게 제일 낫고 공감할 수 있는 건 공감해 주셔도 돼요 [SEP],istj
estj라서가아니라 둘이 부부라서요..[SEP],estp
그럼 다른 때는 언제 시간 돼?[SEP]물어보세요![SEP],estj
1. 이상형이 어떻게 되세요?![SEP] 상대의 어떤 점에 호감을 느끼는지도 궁금해요 [SEP],intp
"1. NEVER 잡생각 없습니다(말하는 그대로 받아들이시라)[SEP] 안 괜찮으면 티를 많이 내서 안 괜찮다고 하고, 좋으면 진짜 좋다고 티 냅니다.[SEP]",estj
별로 큰소리 안 날 것 같은데 맞나요??[SEP],istj
좋은 생각이네요 [SEP]저도 공감해요 [SEP],estj
"첨부터 티키타카 잘 안될지도 모르지만 꾸준한 안부 묻기, 시간이 지나면 점차 나아질 거예요[SEP]",istj
우와 대박 잘 치시네요!!!!![SEP],infj
ㅋㅋㅋ 관찰 잘하셨네요 .[SEP]있는 그대로 받아들이는 게 istj 특징 맞아요.[SEP],istj
말하고 자기가 말한 거 안 지키는 거 극혐이요![SEP]그리고 5분씩 늦는 것도 싫어요 [SEP],istj
저는 일시적으로만 그런 거 같아요 [SEP] 좀 사귀다 보면 금방 원래 모습으로 돌아가는 거 같아요 [SEP],infp
"느낌이 자기관리 철저한 사람, 자기 일 열심히 하는 사람?[SEP] 왠지 모르게 인정이죠?[SEP]",estp
욕하는 사람들 정말 너무 싫어요 [SEP],istp
저희 사촌 언니 istj인데 약간 클래식한 여자 향수 좋아하던데요?[SEP] 겐 조나 랑방 요런 거요~ 달달하면서도 꽃 향?[SEP],enfj
제 친구 estj도 그래요.[SEP] 남 얘기 일절 안 함[SEP],istp
제 친구 estj 인데 시원시원하게 말하는 게 본인이랑 비슷해서 끌린다고 해요 [SEP]좋고 싫음이 명확하고 애매하게 굴지 않아서 그런 것도 있다네요 [SEP],istj
그냥 장난치는 거예요 .(제 istj 기준 )[SEP],infp
오잉 사과의 의미로 돈을 주는 사람도 있군요?[SEP],intp
평소 말하는 거 보면 estj 같았어요 [SEP],istp
ㅋㅋㅋ 저도 더 많은 istj 만나고 싶네요 [SEP],estp
제 스탈 아니면 별로 안 생길듯합니다[SEP],estj
이너프 피는 뭔가를 할 때 완벽하게 이상적이어야 하지만 이티제는 (이프 피가 보기엔) 지나치게 현실적이어서 안 맞는 거 같아요[SEP]infp가 소심한 enfp 버전이라 생각하면 나름 극과 극이죠[SEP],intj
제가 겪은 바로는 그런 거 같아요 [SEP],infp
마음이 1도 없으면 의사표현하고 먼저 연락하지 않아요 [SEP],esfj
우리나라에 이너프 피가 많아서 그런 걸 수도..[SEP],intj
저 같은 경우는 마음에 있는 사람이면 잊지 않고 보내요 [SEP],estj
estj인가요.[SEP]isfj 인가요.[SEP],estj
부모님 istj 엔 포제(가끔 엘프 피) 나름 비슷한 거 같은데....[SEP] 성향만 놓고 보면 확실히 절대적 다름은 있어요ㅋㅋ[SEP],istj
평생 동반자를 만나는 거니깐요 [SEP]쉽진 않죠..[SEP],enfj
어디 가서 장기자랑해야 되면 뭐 하실 거 같나요 [SEP],istp
아뇨....[SEP],entp
"엔 팁 아버지이십니다 ""너에겐 엄마지만 나한텐 가장 사랑하는 사람이다."" 가 가장 기억에 남네요 [SEP]다른 말씀들은 제가 이미 다 아는 것들이라...[SEP]",intj
"저도 지금 또 다 막 내려놓고 싶은데, 운동이 큰 힘이 되어줍니다...[SEP] 퇴사도 하고 싶어서 머리가 아픈데, 대책은 없어서 일단 다니고 있고...[SEP]",istj
악ㅋㅋㅋ 이건 약간 조련 느낌 나는데요...? ㅋㅋ[SEP],entp
나도 사이코패스?[SEP],istj
F라는 특성을 생각해 보면 intj가 제일 가까운 거 같습니다[SEP],intj
제 남자친구가 estj인데 당황하는 게 귀엽다고 틈만 나면 놀려요 [SEP],istp
제 남자친구한테 물어봤을 땐 공감되는 경우는 많이 없고 대신 그 상황이 이해되는 경우는 많다고 해요![SEP] 예를 들어 제가 어떤 일이 있어서 울 때 -> 그 슬픔에 같은 감정(공감)을 느끼기보다는 음 그 상황에서 울만 하다 슬펐겠다(이해)[SEP],infp
뭐가 필요해서 사러 간 거면 그거랑 추가로 음료 같은 거 혹은 라면 같은 거 하나 집어오는데 그냥 넓은 마트나 편의점에 집 들어가는 길에 놀러 간 거면 시간 좀 걸리는거같아요ㅋㅋ[SEP],infp
저는 순수해 보이고 단순해 보여서 좋더라고요 [SEP] 자기 이야기만 하는 경향 있는 것 같아요 대답도 대충 하고 ㅋㅋ 근데 내향형이시면 그런 게 편하지 않으세요?[SEP],istp
??...[SEP]죄송하지만 istj 분 맞나요...??[SEP],istj
본인이나 신경 쓰지 말지 왜 그런대요 [SEP],infp
하긴 합니다.[SEP]저는 좀 빨리하고 일찍 함께하는 생활을 가져야 훨씬 안정적인 자세에서 서로의 행복한 미래가 쉽게 그려집니다.[SEP],istj
"사랑한다고 꼭 해주세요,,,,[SEP] 달달...[SEP]",istj
어우 안 맞을 듯 파국 아닌가요 [SEP]둘 다 고집개쎈데 J 중 가장 J인 엄격한 estj에 저세상 미친놈 톡톡 튀는 자유분방 entp[SEP],estp
저도 이티제와 사귀는 infp인데 궁금하네요ㅠㅠ[SEP],infp
고백하면 했지 받아본 적 없네요~[SEP],estj
지금까지 뭐 따셨나요?[SEP],infj
이거 정말 공감해요..[SEP] 연락.. [SEP],entp
오 ㅋㅋ 저는 여행지 - 비행기 표 - 숙소 - 관광지 - 맛집 이렇게 짜요[SEP] 맵 보면서 동선 짜는 건 기본 베이스로 깔고..[SEP],estj
오..[SEP] 굉장히 유대도 깊고 사랑도 넘치는 가정이신 듯해 유 ㅎㅎ[SEP],infp
짝사랑하고 계신데 이유가 있나요?[SEP]제가 느낀 엔 팁분들은 대부분 불도저라 고백하는 거에 거리낌 없어 보이는 경우가 많앗어서 상상도 못했어요 [SEP],enfp
네 ㅋㅋㅋ[SEP],istj
전 esfj 리액션에 완전 사르르 녹는데 estj 분 좋으셨겠다요 .. ![SEP],enfp
저는 소심하지 않습니다.[SEP],istj
제목 : estj 내용 : entj??[SEP],estj
당일 취소 금지...[SEP] 메모 천상님 괜찮으시다면 isfp 연인과의 스토리 글들도 올려주심[SEP],isfp
그 정도면 너무 캐묻는 건 아니고 그냥 궁금해서 물어보는 거라 생각할 것 같아요 [SEP],istj
오 맞아요 [SEP]비슷해요 [SEP],istj
에스티제는 지금 보시는 성격이 본 성격입니다.[SEP] 앞뒤가 같은 유형이라...[SEP],estj
저는 오히려 제 단점이 보완이 되어서 xSTJ 유형 참 좋아하는데요 그들만의 공감 방식이 있어요![SEP]그걸 잘 캐치하면 그리 서운할 일도 없더라고요 [SEP],isfp
ㅋㅋ자랑...[SEP]부러워요[SEP],esfj
istj 사바 사지만 제 경우 너무 바쁘거나 스트레스 받을 일이 많으면 평소보다 답장 턴이나 수가 현저히 줄어듭니다[SEP],istj
저도 좀 좋아해 주세요 ㅎ[SEP],intj
이티제는 특별한 이유 없이 본인한테 잘 대해주는 사람은 의도성을 가지고 접근하는 사람으로 의심부터 할 것 같은데~ 그리고 본인이 원하지 않는 호의를 갑작스럽게 받는 것도 크게 고마워하지 않을 듯~[SEP],istp
아예 안 친하고 싫어하는 사람 아닌 이상 무난하게 받아주죠[SEP],intj
에스티제는 사람들 만나서 술 먹는 걸 더 좋아합니다~~[SEP] 잇디 제신 듯??[SEP],estj
오오 1년 전에도 댓글 남겼던 것 같은데![SEP] 역시 잘 해내셨군요![SEP],isfp
네 적이 많아요..[SEP] 안 만들려고 노력해야 하는데 그냥 성향상 그게 안되고 어쨌든 적이 생겨요;;;[SEP],estj
제가 호감 있는 상대한테 선독 오면 좋아죽죠[SEP],istj
저는 크게 배신감 듭니다.[SEP] 근데 제 경우엔 7년 동안 만났기에 더더욱 돈독해져서 그런 느낌을 받는 거예요[SEP],istj
흠..[SEP] 원래 N 중에 가장 S인 유형이 Entj로 알고 있어서 Entj일수도있어요...ㅎㅎ[SEP],enfj
떠보는 거에 한 표 던질게요..![SEP],isfj
얼마나 만나셨어요 ??[SEP],entp
저도 그래요 [SEP] 남의 단점이 너무너무 잘 보임..[SEP],isfj
일단 후자이긴 한데요 헤어짐을 선택한 이유가 있었을 거기 때문에 사실 후회는 안 해요 [SEP],estj
ㅋㅋㅋ ㅋㅋ나를찾는다ㅋㅋㅋ[SEP],estp
에스티제랑 만나고 있는데 만나는 약속이 중요한 거 같아요 [SEP] 확신 주는 것도 좋아하는 거 같아요 [SEP],esfp
이티제랑 봄에 결혼 앞두고 있어요 [SEP]제가 감정적인 사람이다 보니 꾸준한 학습으로 공감도 어느 정도 해요 [SEP],infj
"1, 여자친구 없어도 잘 꾸미고 다닙니다(튀는 스타일은 아니고, 코트 좋아하고 단정한 거 좋아함)[SEP]2. 미술관 절대 안 가요.[SEP]",estj
네![SEP]만나서 맛있는 거 먹으면서 더 친해져보세요[SEP],esfj
"전 F, T 반반 나오는데 완전 저 같아요ㅋㅋ[SEP]",esfj
달달하네요 영[SEP] 표현 없고 의미 없는 행동 안 하는 잇디 제가 자기 이야기를 한다는 건 소통을 하겠다는 거 같아요 [SEP],istp
"저도 아직 사귀진 않는데 제 에스티제는 저한테 떠봤던 거 같아요 [SEP]제가 12월 되고 나서 약속이 급 많아졌는데 주 3-4일 이상 약속 있다고 저녁, 주말마다 나갔거든요 [SEP]",esfp
당연하죠![SEP]아무런 이유 없이 싫어하는 건 아닐걸요?[SEP],esfp
일이 먼저다[SEP],estj
estj라서 다 똑같은 건 아니니까요 좀 다를 수도 있겠죠[SEP],estj
너랑 헤어지고 여러 사람 만나보려 해봤는데 역시 너만 한 사람이 없는 것 같다 잘 지내나[SEP]궁금해서 연락해봤어[SEP],istj
이티제와 센스는 거리가 먼가요 ??[SEP],entp
호감 표시라기보다는 그냥 돌직구 날립니다[SEP] 눈치를 못 챌 수가 없어요 [SEP],istj
음..[SEP] 에스티제가 현재 어떤 상황인지에 따라 다른 것 같아요.[SEP],estj
옹ㅋㅋㅋ 어떤 부분이 불편해요?![SEP],isfp
저도 꾸준한 연락은 잘 안 하는 편인데 ㅎㅎ 약속 잡으실 정도면 .[SEP]큰 무리 없는 관계 같은데요? ㅎㅎㅎ[SEP],estj
네 뭐하나 실수하면 일주일 동안 비판 자책해요 그러곤 절대 안 해야겠단 마음가짐을 갖죠 ㅋㅋㅋ[SEP],istj
ㅋㅋ 시원시원한 글 재밌게 읽고 갑니다.[SEP] 성공담이신가요?[SEP],estj
엠비티아이 문제가 아니라 그냥 어장 같은데요..?[SEP],estj
그렇게 냥며들어가다보면 중독되고 집사가 되고 그러는 거죠..[SEP]전 저희 냥이들 키우기 전까진 길에 고양이가 사는 것도 몰랐어요 .....[SEP],entp
여윽시 걸어 다니는 플래너[SEP],intj
요새 그런 남자 많아요 [SEP],istj
연애 중이면 다른 여사친들한테 철벽 치거나 연락 잘 안 해서 그렇게 접근해올 일이 보통은 없을 겁니다 [SEP],istj
좋아요 받는 것도 중요하지만 댓글에 반대 댓글도 달린다면 신경 쓰이죠[SEP],intp
애초에 애인 걱정이 있어서 그런 건데 헤어질 것까진 아닌 거 같아요 [SEP] 다만 이런 상황이 계속 반복되면 지치긴 할 것 같긴 해요 ㅠ[SEP],estj
그 만남에 어떤 분명한 목적이 있어서 그래요 [SEP] 캠프를 좋아한다거나 저도 매주 약속 있는데 한 명만 만납니다[SEP],istj
1. 정 때문에 의미 없는 인간관계 못 끊어내고 계속 만나시는 경우 있나요?[SEP]2. 주변 정돈 잘되어 있으신가요?[SEP],istj
ne로 논리(ti)를 풀어가는 이 팁은 옆에서 답답해 죽어요 [SEP],intp
ㅋㅋ저도 estj 2년 넘게 만나는 중인데 처음으로 제 사진 프사로 해놨어요 ㅋㅋ[SEP],infj
제 절친 istj인데 가성비 엄청 좋아해요.[SEP]나름 특별한 날에는 돈 쓰는데 기본적으로 돈 많이 아끼는 친구.[SEP],entj
헐 저는 결혼 로망 없고 자식만 낳고 싶은 입장에서 엄청 설레는말이네욬ㅋㅋ[SEP],entj
istj 너무 좋아요.[SEP] 글 감사합니다.[SEP],infp
심히 고민되죠ㅠㅠ[SEP],estp
엇 저도요....[SEP],istj
"istj 여자인데요,, 다른 분들은 모르겠지만 전 한번 이성으로 안 보이면 시간이 지나도 절대 이성으로 안 보이더라고요 ㅜㅜ[SEP]",istj
